Customer ID,Age,City,Zip Code,Latitude,Longitude,Number of Referrals,Offer,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Streaming Music,Unlimited Data,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
2904-GGUAZ,24,Potrero,91963,32.619465,-116.593605,8,Offer A,16.15,52,Yes,Yes,0,0,1162.8,7215.05
2905-KFQUV,61,Moss Beach,94038,37.515556,-122.502311,9,None,7.49,14,No,Yes,0,0,14.98,169.78
2907-ILJBN,21,Duarte,91010,34.145695,-117.95982,7,None,1.92,,,,0,0,21.12,255.02
2908-WGAXL,40,Fullerton,92835,33.902211,-117.914922,9,None,29.06,,,,0,0,1627.36,3096.26
2908-ZTPNF,41,Pleasanton,94566,37.633361,-121.862395,0,Offer C,,2,No,Yes,0,0,0,1267.2
2911-IJORQ,42,Stirling City,95978,39.904002,-121.527823,0,None,44.52,6,Yes,Yes,8.96,0,1647.24,4996.93
2911-UREFD,50,Santa Monica,90405,34.005439,-118.477507,3,None,,13,Yes,Yes,0,0,0,2184.35
2911-WDXMV,29,Fontana,92335,34.087558,-117.464096,0,Offer D,41.08,48,No,Yes,0,0,739.44,2146.09
2916-BQZLN,29,Reseda,91335,34.200175,-118.540958,0,None,11.42,41,No,Yes,49.38,0,216.98,1819.55
2919-HBCJO,36,Downieville,95936,39.578792,-120.780786,0,None,24.09,17,No,Yes,0,0,96.36,429.96
2920-RNCEZ,46,Lebec,93243,34.845861,-118.885163,10,None,11.45,14,No,Yes,0,0,11.45,81.4
2921-XWDJH,76,Glendale,91202,34.167926,-118.267539,0,None,3.42,15,No,Yes,24.98,0,129.96,3252.13
2923-ARZLG,38,La Verne,91750,34.144703,-117.770299,5,Offer E,46.23,,,,0,0,462.3,659.84
2924-KHUVI,28,Orland,95963,39.748037,-122.302169,7,None,46.9,48,Yes,Yes,0,0,2626.4,8141.35
2925-MXLSX,37,Chula Vista,91911,32.607964,-117.059459,0,Offer C,22.64,18,No,Yes,0,0,679.2,2717.9
2925-VDZHY,64,Sonora,95370,37.982716,-120.343732,1,Offer A,28.63,19,Yes,Yes,0,0,2061.36,8562.71
2926-JEJJC,26,Angelus Oaks,92305,34.1678,-116.86433,0,None,5.27,,,,0,0,42.16,183.11
2927-CVULT,64,Ramona,92065,33.044541,-116.833922,1,Offer B,28.36,17,Yes,Yes,0,0,1503.08,7069.48
2927-QRRQV,44,Scott Bar,96085,41.737962,-123.07557,1,Offer B,10.13,3,No,Yes,0,0,465.98,4778.48
2928-HLDBA,31,Cypress,90630,33.818477,-118.038307,0,Offer E,7.72,,,,0,0,46.32,159.07
2929-ERCFZ,22,Independence,93526,36.869584,-118.189241,1,Offer E,38.83,76,Yes,Yes,0,0,310.64,1087.94
2929-QNSRW,21,San Diego,92130,32.957195,-117.202542,1,None,19.16,48,Yes,No,0,150,1072.96,6731.31
2930-UOTMB,29,Riverside,92506,33.930931,-117.361788,0,Offer C,31.14,52,No,No,0,120,965.34,3079.64
2931-FSOHN,76,Napa,94559,38.232389,-122.324944,0,None,49.9,30,No,Yes,0,0,648.7,1437.05
2931-SVLTV,59,Vallejo,94589,38.161321,-122.271588,6,Offer B,11.5,22,Yes,Yes,0,0,460,4929.1
2931-VUVJN,71,Murrieta,92562,33.548869,-117.334165,0,None,19.14,13,No,No,0,30,1129.26,6643.16
2931-XIQBR,41,Kelseyville,95451,38.93496,-122.792243,7,None,47.48,27,Yes,Yes,0,0,2374,7527.5
2933-FILNV,53,Carlsbad,92009,33.098018,-117.258203,0,None,,52,No,Yes,0,0,0,36.55
2933-XEUJM,56,Ballico,95303,37.4695,-120.672724,0,Offer B,46.83,2,Yes,Yes,0,0,2154.18,5747.98
2937-FTHUR,45,Cedar Glen,92321,34.255203,-117.175654,0,Offer D,42.45,28,Yes,Yes,0,0,764.1,1930.8
2946-KIQSP,59,Fallbrook,92028,33.362575,-117.299644,0,Offer C,,12,No,No,0,30,0,1205.85
2947-DOMLJ,47,Buena Park,90621,33.874224,-117.993368,0,None,11.86,13,No,Yes,0,0,11.86,62.46
2951-QOQTK,28,Sacramento,95815,38.608405,-121.449942,0,None,42.33,76,Yes,Yes,0,0,169.32,501.77
2952-QAYZF,30,Sacramento,95828,38.486938,-121.395805,0,None,36.52,27,No,Yes,0,0,182.6,606.75
2954-PIBKO,64,Los Angeles,90058,34.001617,-118.222274,7,None,39.88,17,No,No,0,40,2751.72,7045.82
2955-BJZHG,41,Apple Valley,92308,34.424926,-117.184503,1,None,16.61,3,No,Yes,0,0,282.37,1683.22
2955-PSXOE,48,Topanga,90290,34.115192,-118.61017,0,None,43.52,,,,0,0,43.52,63.72
2956-GGUCQ,71,Pioneer,95666,38.546999,-120.271114,1,None,2.05,22,No,Yes,0,0,49.2,1821.45
2957-JIRMN,69,Vallejo,94591,38.105733,-122.186338,0,None,19.52,3,No,Yes,0,0,1210.24,6169.39
2957-LOLHO,49,Fallbrook,92028,33.362575,-117.299644,0,None,11.12,14,No,Yes,0,0,133.44,652.34
2958-NHPPS,45,Sacramento,95816,38.574856,-121.46504,0,None,35.32,,,,0,0,812.36,1286.26
2959-EEXWB,54,Pasadena,91105,34.13946,-118.166649,10,Offer B,,18,Yes,Yes,0,0,0,2333.85
2959-FENLU,64,Los Gatos,95033,37.160194,-121.945611,0,None,48.38,8,Yes,No,0,10,435.42,1226.82
2959-MJHIC,60,Hinkley,92347,34.983808,-117.239306,3,None,32.43,13,No,Yes,0,0,129.72,437.12
2960-NKRSO,60,Mad River,95552,40.390301,-123.412327,0,None,9.53,24,No,Yes,0,0,228.72,2335.87
2961-VNFKL,42,Mountain View,94041,37.388349,-122.075299,2,Offer A,24.71,,,,0,0,1754.41,3556.31
2962-XPMCQ,56,Sacramento,95828,38.486938,-121.395805,0,Offer E,6.47,21,No,Yes,0,0,12.94,111.44
2967-MXRAV,29,Los Angeles,90003,33.964131,-118.272783,9,None,43.57,,,,0,0,43.57,62.37
2968-SSGAA,41,San Francisco,94117,37.770533,-122.445121,0,None,45.21,3,Yes,Yes,0,0,452.1,1512.3
2969-QWUBZ,53,Los Altos,94022,37.349546,-122.134356,0,None,,21,Yes,Yes,0,0,0,96.8
2969-VAPYH,28,Fresno,93704,36.799648,-119.801247,0,Offer A,35.99,73,No,Yes,0,0,2411.33,6281.33
2969-WGHQO,39,Bradley,93426,35.842889,-121.004862,1,None,18.91,29,No,Yes,0,0,132.37,609.42
2971-SGAFL,34,Millbrae,94030,37.601248,-122.403099,0,Offer D,38.4,23,Yes,No,0,50,499.2,1544.55
2972-YDYUW,47,Posey,93260,35.861928,-118.636698,0,None,38.94,7,Yes,Yes,0,0,2219.58,7688.53
2974-GGUXS,74,Granite Bay,95746,38.749466,-121.184196,0,Offer C,11.32,16,No,Yes,17.76,0,407.52,3690.81
2977-CEBSX,61,Coachella,92236,33.680031,-116.171678,0,None,13.28,24,Yes,Yes,0,0,876.48,6842.43
2978-XXSOG,33,Doyle,96109,40.012675,-120.101857,0,Offer D,32.75,24,No,Yes,0,0,720.5,1974
2979-SXESE,57,Berkeley,94703,37.863843,-122.275684,1,Offer D,25.79,12,No,Yes,0,0,438.43,2045.63
2982-IHMFT,75,San Diego,92126,32.886925,-117.152162,0,None,39.61,16,No,Yes,0,0,39.61,114.06
2982-VPSGI,64,South Pasadena,91030,34.110444,-118.156957,1,Offer D,25.67,18,Yes,Yes,0,0,282.37,1361.27
2983-ZANRP,27,La Puente,91744,34.031441,-117.936436,1,None,8.5,59,Yes,Yes,0,0,17,162.4
2984-AFWNC,52,Rough And Ready,95975,39.225634,-121.156163,0,None,17.01,28,Yes,Yes,0,0,51.03,344.18
2984-MIIZL,51,Guadalupe,93434,34.936,-120.594655,0,None,7.26,29,No,Yes,0,0,29.04,350.94
2984-RGEYA,38,Winnetka,91306,34.209532,-118.577563,9,Offer A,5.27,,,,0,0,363.63,1739.03
2984-TBYKU,38,Barstow,92311,34.965648,-117.001509,6,Offer A,32.22,25,Yes,Yes,0,0,2319.84,10052.49
2985-FMWYF,46,Myers Flat,95554,40.267158,-123.805913,0,Offer D,18.12,23,Yes,Yes,0,0,416.76,2758.31
2985-JUUBZ,32,Dulzura,91917,32.622999,-116.687855,5,Offer B,13.86,75,Yes,Yes,0,0,554.4,3570.15
2987-BJXIK,44,Tulare,93274,36.185471,-119.375243,0,None,16.93,10,Yes,Yes,0,0,1185.1,7176.15
2988-GBIVW,68,Knights Landing,95645,38.875508,-121.765866,10,None,38.5,25,Yes,Yes,0,0,2695,9165.1
2988-PLAHS,58,Sierraville,96126,39.559709,-120.345639,0,Offer E,29.51,17,Yes,No,0,30,88.53,338.98
2988-QRAJY,27,Santa Rosa,95403,38.488431,-122.752839,0,Offer A,5.71,73,Yes,Yes,23.16,0,393.99,7801.58
2990-HWIML,58,Ontario,91764,34.074087,-117.605618,0,Offer E,47.92,25,Yes,Yes,0,0,287.52,860.82
2990-IAJSV,55,San Francisco,94110,37.750021,-122.415201,0,None,45.41,20,Yes,Yes,0,0,3269.52,9902.27
2990-OGYTD,41,Fullerton,92831,33.879983,-117.895482,1,Offer A,3.2,23,Yes,Yes,0,0,214.4,6098.25
2995-UPRYS,74,Long Beach,90802,33.752524,-118.210737,1,None,19.76,22,Yes,Yes,0,0,790.4,4852.6
2995-YWTCD,20,Browns Valley,95918,39.292334,-121.320597,1,None,31.58,,,,0,0,600.02,1067.72
2996-XAUVF,25,Needles,92363,34.711224,-114.702256,0,Offer A,,59,Yes,Yes,0,0,0,2799.75
2999-AANRQ,23,Sacramento,95833,38.619049,-121.517552,0,None,17.35,71,No,No,16.91,140,364.35,2012.29
3001-CBHLQ,76,Angels Camp,95222,38.071327,-120.632221,1,Offer C,43.51,22,No,Yes,33.73,0,1392.32,4710.14
3001-UNBTL,69,Burbank,91506,34.169706,-118.323548,1,Offer C,49.36,19,No,Yes,0,0,1431.44,4396.24
3002-WQZWT,25,Murrieta,92563,33.581045,-117.14719,0,Offer C,16.38,82,No,Yes,0,0,475.02,2468.27
3003-CMDUU,22,Santa Paula,93060,34.402343,-119.094824,0,None,29.81,52,Yes,No,0,80,745.25,3220.95
3005-NFMTA,73,Valencia,91354,34.457005,-118.573726,0,Offer B,8.93,21,Yes,Yes,0,0,491.15,6108.9
3005-TYFRD,54,Tollhouse,93667,36.993666,-119.348267,4,Offer B,33.66,25,Yes,Yes,0,0,1851.3,7527.95
3006-XIMLN,34,Garden Valley,95633,38.852544,-120.837669,0,None,42.89,13,Yes,Yes,0,0,85.78,279.58
3007-FDPEA,28,Fallbrook,92028,33.362575,-117.299644,0,None,13.89,,,,0,0,27.78,67.63
3009-JWMPU,58,Five Points,93624,36.397745,-120.119911,0,Offer B,22.64,9,Yes,Yes,0,0,1403.68,7529.08
3011-WQKSZ,41,Foresthill,95631,39.031876,-120.811141,0,Offer D,24.1,,,,0,0,457.9,835.45
3012-VFFMN,61,Richvale,95974,39.495768,-121.747472,7,None,5.01,,,,0,0,35.07,194.02
3014-WJKSM,26,San Luis Obispo,93401,35.233745,-120.626442,10,None,3.35,59,No,Yes,0,0,97.15,2360.55
3016-KSVCP,47,Rancho Palos Verdes,90275,33.753146,-118.367459,4,Offer C,,22,No,Yes,0,0,0,1009.25
3018-TFTSU,44,Hathaway Pines,95233,38.184914,-120.364085,0,Offer D,18.38,3,No,Yes,0,0,220.56,1079.16
3021-VLNRJ,25,Encino,91436,34.152875,-118.486056,0,Offer B,37.52,71,No,Yes,0,0,1876,5354.15
3022-BEXHZ,19,Sonoma,95476,38.25485,-122.461799,6,None,40.96,47,Yes,Yes,0,0,2744.32,10275.12
3023-GFLBR,63,San Bernardino,92408,34.084909,-117.258107,1,None,14.34,28,Yes,Yes,0,0,473.22,3218.92
3026-ATZYV,32,Riverside,92507,33.976328,-117.319786,3,Offer C,1.12,23,Yes,Yes,0,0,41.44,2700.24
3027-YNWZU,44,San Ramon,94583,37.766556,-121.976784,5,Offer B,6.81,,,,0,0,435.84,2020.64
3027-ZTDHO,21,Fresno,93721,36.732694,-119.783786,0,Offer E,32.85,53,Yes,Yes,0,0,32.85,122.75
3030-YDNRM,64,Pasadena,91107,34.159007,-118.087353,0,Offer E,11.58,7,No,Yes,0,0,92.64,665.09
3030-YZADT,57,Grass Valley,95949,39.099204,-121.137962,0,Offer E,2.88,26,No,No,0,10,25.92,466.92
3030-ZKIWL,23,Lake Isabella,93240,35.607875,-118.466318,0,None,18.15,,,,0,0,18.15,38.2
3034-ZBEQN,31,La Puente,91746,34.038983,-117.991372,1,None,,22,No,Yes,0,0,0,1604.5
3038-PQIUY,39,Dulzura,91917,32.622999,-116.687855,0,None,20.14,13,No,Yes,0,0,765.32,3287.72
3039-MJSLN,36,Cressey,95312,37.420273,-120.66527,0,None,18.43,,,,0,0,55.29,105.89
3043-SUDUA,35,West Sacramento,95605,38.592745,-121.540036,0,Offer C,15.53,,,,0,0,496.96,1098.51
3043-TYBNO,43,Kneeland,95549,40.664483,-123.865325,0,None,22.49,11,Yes,Yes,0,0,67.47,264.37
3045-XETSH,34,Lake Hughes,93532,34.659579,-118.584212,0,None,43.26,21,Yes,Yes,0,0,432.6,1386.05
3049-NDXFL,30,San Diego,92130,32.957195,-117.202542,0,Offer E,34.47,59,Yes,Yes,0,0,34.47,120.27
3049-SOLAY,21,San Diego,92109,32.787836,-117.232376,5,None,23.26,42,Yes,No,0,20,69.78,382.63
3050-GBUSH,25,Burlingame,94010,37.57028,-122.365778,0,None,,46,No,Yes,0,0,0,113.95
3050-RLLXC,51,Kyburz,95720,38.766036,-120.209673,10,Offer B,25.9,30,No,Yes,0,0,1450.4,6070.8
3055-MJDSB,24,Planada,95365,37.329725,-120.306399,0,Offer E,,52,No,Yes,0,0,0,190.1
3055-OYMSE,75,Saratoga,95070,37.257772,-122.051824,0,None,16.74,15,No,Yes,0,0,887.22,4891.07
3055-VTCGS,35,Whittier,90605,33.960891,-118.032222,0,Offer B,27.38,9,Yes,Yes,0,0,1724.94,5228.44
3057-VJJQE,64,Yorba Linda,92886,33.897253,-117.792202,0,None,20.39,21,No,Yes,0,0,713.65,2637.75
3058-HJCUY,36,Rancho Cordova,95742,38.591134,-121.161585,1,Offer B,45.03,10,Yes,Yes,2.93,0,1846.23,6056.65
3058-WQDRE,37,Branscomb,95417,39.710591,-123.682799,0,Offer D,,16,No,Yes,48.59,0,0,283.26
3059-NGMXB,52,San Jose,95124,37.257063,-121.923037,8,Offer D,2.96,76,Yes,Yes,0,0,41.44,986.09
3061-BCKYI,27,Thousand Palms,92276,33.849263,-116.382778,0,Offer D,43.5,,,,0,0,609,892.75
3062-ICYZQ,41,Oak Park,91377,34.19225,-118.776874,9,None,27.23,75,Yes,Yes,0,0,1388.73,5928.08
3063-QFSZL,37,San Jose,95135,37.28682,-121.723877,0,Offer E,13.01,4,Yes,Yes,0,0,13.01,68.41
3066-RRJIO,29,San Francisco,94132,37.722302,-122.491129,0,Offer E,13.04,46,No,Yes,0,0,13.04,82.99
3067-SVMTC,49,Imperial,92251,32.858595,-115.662709,9,None,44.79,14,No,No,0,20,3045.72,6914.52
3068-OMWZA,77,Round Mountain,96084,40.923558,-122.059933,0,None,49.6,20,No,No,0,10,49.6,148.4
3069-SSVSN,50,Hilmar,95324,37.394536,-120.890747,0,None,,18,No,Yes,0,0,0,25.85
3070-BDOQC,38,Sacramento,95827,38.549185,-121.328386,0,None,16.81,21,Yes,Yes,0,0,1008.6,6949.65
3070-DVEYC,78,Williams,95987,39.117537,-122.284654,0,None,32.4,7,No,Yes,0,0,226.8,771.95
3070-FNFZQ,48,Happy Camp,96039,41.831901,-123.487478,1,Offer D,39.59,,,,0,0,910.57,1389.32
3071-MVJCD,40,Grizzly Flats,95636,38.636102,-120.522149,10,Offer A,48.44,15,No,Yes,0,0,3487.68,9302.83
3071-VBYPO,38,Whittier,90604,33.929704,-118.01208,1,Offer E,33.3,12,No,Yes,0,0,99.9,348.3
3074-GQWYX,30,San Diego,92117,32.825086,-117.199424,0,None,46.88,59,No,Yes,0,0,234.4,592.15
3077-RSNTJ,29,Long Beach,90807,33.830099,-118.182239,9,None,5.52,,,,0,0,33.12,146.62
3078-ZKNTS,45,Rancho Santa Fe,92091,32.99356,-117.207121,7,None,5.58,,,,0,0,72.54,319.24
3079-BCHLN,26,Wishon,93669,37.287758,-119.548156,0,Offer B,43.2,,,,0,0,2030.4,2973.35
3082-VQXNH,62,Hat Creek,96040,40.789799,-121.474529,1,Offer E,,4,No,Yes,0,0,0,94.4
3082-WQRVY,73,Stockton,95203,37.954089,-121.329761,8,None,45.76,,,,0,0,640.64,869.29
3082-YVEKW,62,Yucca Valley,92284,34.159534,-116.425984,10,None,33.02,12,No,Yes,0,0,759.46,2518.86
3084-DOWLE,47,Citrus Heights,95621,38.69549,-121.307864,8,Offer A,43.29,16,Yes,No,0,110,3116.88,9701.28
3085-QUOZK,55,Alpine,91901,32.827184,-116.703729,0,Offer E,34.48,9,No,Yes,0,0,34.48,78.43
3086-RUCRN,33,Paicines,95043,36.525703,-120.952122,0,Offer A,43.14,20,Yes,Yes,0,0,2847.24,9442.24
3088-FVYWK,37,Mc Kittrick,93251,35.38381,-119.730885,3,Offer B,33.31,,,,37.37,0,1765.43,3064.16
3088-LHEFH,28,Pollock Pines,95726,38.733908,-120.453416,0,Offer D,10.06,48,No,Yes,0,0,110.66,1039.96
3090-HAWSU,44,Pasadena,91107,34.159007,-118.087353,0,None,7.82,11,Yes,Yes,0,0,477.02,7353.07
3090-LETTY,54,San Diego,92130,32.957195,-117.202542,0,None,14.88,12,No,Yes,0,0,29.76,164.36
3090-QFUVD,48,Reedley,93654,36.636638,-119.421842,0,None,4.09,,,,0,0,4.09,24.39
3091-FYHKI,64,Harbor City,90710,33.798266,-118.300237,0,Offer E,,22,Yes,Yes,0,0,0,35.45
3092-IGHWF,34,San Diego,92130,32.957195,-117.202542,1,Offer A,28.4,10,No,Yes,0,0,1902.8,7821.6
3094-JOJAI,63,Maxwell,95955,39.281194,-122.226568,0,None,4.38,20,No,Yes,0,0,78.84,1465.84
3096-GKWEB,42,Bakersfield,93306,35.449881,-118.841442,1,None,34.17,16,Yes,Yes,0,0,615.06,2306.96
3096-IZETN,32,Lomita,90717,33.794209,-118.317354,0,Offer D,42.55,18,Yes,Yes,0,0,510.6,1457.9
3096-JRDSO,73,Fallbrook,92028,33.362575,-117.299644,5,Offer C,10.19,27,No,Yes,0,0,275.13,3142.88
3096-WPXBT,60,Venice,90291,33.991782,-118.479229,5,Offer B,18.26,19,Yes,No,0,90,1113.86,7222.51
3096-YXENJ,25,Danville,94506,37.791481,-121.903253,1,None,27.69,52,Yes,Yes,0,0,1799.85,8882.7
3097-FQTVJ,23,Denair,95316,37.524721,-120.757977,0,Offer B,10.09,,,,0,0,413.69,1223.99
3097-IDVPU,51,Los Angeles,90012,34.065875,-118.238728,10,Offer D,9.47,13,No,No,0,120,179.93,1210.38
3097-NNSPB,42,Valley Ford,94972,38.339996,-122.935056,0,Offer E,14.7,13,No,No,0,40,29.4,160.5
3097-NQYSN,73,San Jose,95139,37.218705,-121.762429,3,None,4.19,11,No,No,0,40,8.38,204.73
3097-PYWXL,30,New Cuyama,93254,34.956577,-119.750142,1,None,28.55,,,,0,0,114.2,197.1
3099-OONVS,34,Crockett,94525,38.049292,-122.228415,6,Offer C,37.97,22,No,Yes,0,0,949.25,2246.05
3104-OWCGK,21,South Dos Palos,93665,36.959731,-120.653519,1,Offer B,33.25,52,Yes,Yes,0,0,1995,7448.4
3106-ULWFW,32,Fontana,92337,34.049671,-117.468896,0,Offer E,26.41,16,Yes,Yes,0,0,211.28,838.68
3108-PCCGG,75,Redwood Valley,95470,39.298065,-123.25211,3,Offer A,16.72,9,No,Yes,0,0,1203.84,7103.69
3113-IWHLC,24,Strathmore,93267,36.141319,-119.129075,0,None,41.29,51,No,Yes,0,0,206.45,480.8
3115-CZMZD,24,Independence,93526,36.869584,-118.189241,0,None,13.16,,,,0,0,131.6,334.1
3115-JPJDD,43,Ventura,93003,34.279221,-119.221437,1,None,29.6,12,No,Yes,0,0,1746.4,6385.85
3118-UHVVQ,41,Calpine,96124,39.672813,-120.456699,8,Offer A,17.12,,,,0,0,1164.16,3075.66
3120-FAZKD,19,El Portal,95318,37.654551,-119.822984,7,Offer B,41.58,,,,0,0,2245.32,3476.22
3125-RAHBV,24,Rocklin,95765,38.823278,-121.281856,0,Offer D,23.03,,,,0,0,506.66,973.81
3126-WQMGH,19,Yorba Linda,92887,33.884073,-117.732197,6,None,28.42,41,Yes,No,0,50,1392.58,4026.33
3128-YOVTD,29,Forbestown,95941,39.531028,-121.24807,6,None,2.53,71,No,Yes,0,0,129.03,4147.58
3129-AAQOU,50,Trabuco Canyon,92679,33.631119,-117.567346,4,Offer D,38.43,,,,0,0,730.17,1216.07
3130-ICDUP,56,Hercules,94547,37.991259,-122.214945,0,None,5.3,11,No,Yes,0,0,10.6,198.7
3131-NWVFJ,56,Pioneer,95666,38.546999,-120.271114,9,None,19.03,,,,0,0,266.42,560.92
3132-TVFDZ,70,Glendale,91202,34.167926,-118.267539,1,None,,3,Yes,Yes,12.07,0,0,2560.88
3133-PZNSR,25,Belmont,94002,37.509366,-122.306132,1,None,20.79,59,Yes,Yes,0,0,1496.88,8488.48
3134-DSHVC,49,Stockton,95205,37.965695,-121.260051,0,None,23.62,21,No,Yes,0,0,1488.06,7706.51
3137-LUPIX,58,Yucca Valley,92284,34.159534,-116.425984,0,None,1.1,19,No,Yes,0,0,4.4,257.4
3137-NYQQI,32,Palmdale,93550,34.536232,-118.082935,2,Offer D,45.35,11,Yes,Yes,0,0,770.95,1946.55
3138-BKYAV,61,Kerman,93630,36.727418,-120.123526,0,None,11.97,27,No,Yes,0,0,71.82,561.27
3143-ILDAL,21,El Monte,91732,34.074492,-118.01462,0,None,25.41,51,Yes,Yes,0,0,1422.96,6547.56
3143-JQEGI,52,San Diego,92126,32.886925,-117.152162,1,None,17.83,10,Yes,Yes,0,0,231.79,1454.59
3144-AUDBS,59,Calexico,92231,32.690654,-115.431225,1,Offer E,6.94,28,No,Yes,0,0,41.64,312.44
3144-KMTWZ,40,Whittier,90606,33.976678,-118.065875,8,Offer A,26.56,7,Yes,No,0,90,1885.76,8645.21
3146-JTQHR,23,San Bruno,94066,37.624436,-122.430661,3,Offer D,39.35,,,,0,0,393.5,582.95
3146-MSEGF,71,Paramount,90723,33.897122,-118.164432,1,Offer A,20.48,6,Yes,Yes,0,0,1474.56,7900.21
3148-AOIQT,23,Sacramento,95837,38.691607,-121.602284,10,None,45.12,,,,0,0,3113.28,4831.63
3148-BLQJT,33,Fallbrook,92028,33.362575,-117.299644,0,Offer E,16.81,,,,0,0,16.81,36.91
3154-CFSZG,57,Modesto,95351,37.621458,-121.012295,3,None,38.25,20,Yes,Yes,0,0,1797.75,5934.95
3154-HMWUU,28,Winters,95694,38.578604,-122.024579,9,Offer B,31.29,,,,0,0,1877.4,3076.2
3156-QLHBO,58,San Jose,95136,37.270938,-121.851046,0,None,21.18,,,,0,0,42.36,90.71
3158-MOERK,57,Hayward,94545,37.62984,-122.120843,0,None,48.34,28,Yes,Yes,0,0,96.68,271.48
3160-TYXLT,37,Palmdale,93552,34.557711,-118.029441,0,Offer B,,24,Yes,Yes,0,0,0,2546.85
3161-GETRM,61,Soledad,93960,36.414216,-121.360597,10,Offer C,20.05,57,Yes,Yes,0,0,681.7,3778.7
3161-ONRWK,35,Hydesville,95547,40.557314,-124.081662,4,Offer B,43.57,30,No,Yes,0,0,2614.2,6542.5
3162-KKZXO,75,Citrus Heights,95610,38.69508,-121.271616,0,None,29.6,3,No,Yes,0,0,1628,7037.75
3162-ZJZFU,25,Mill Creek,96061,40.331975,-121.460674,5,None,24.33,52,No,Yes,0,0,1289.49,6068.94
3164-AALRN,39,Greenwood,95635,38.921333,-120.897718,0,None,45.25,22,Yes,No,0,10,226.25,583.65
3164-YAXFY,56,Coulterville,95311,37.722127,-120.110174,0,Offer B,,30,Yes,Yes,0,0,0,3196
3165-HDOEW,47,Salida,95368,37.713152,-121.08739,1,None,14.9,6,No,Yes,0,0,14.9,60.75
3166-PNEOF,57,Walnut Creek,94596,37.900662,-122.052782,0,Offer B,4.51,24,Yes,Yes,0,0,275.11,5450.41
3167-SNQPL,71,Pine Valley,91962,32.800671,-116.483363,9,None,28.3,27,No,Yes,0,0,1075.4,4817.25
3170-GWYKC,30,Vernalis,95385,37.609095,-121.263381,0,None,22.88,48,Yes,Yes,0,0,1372.8,7609.55
3170-NMYVV,37,Compton,90222,33.912246,-118.236773,5,Offer B,26.95,,,,0,0,1347.5,2278.4
3173-NVMPX,51,Newport Beach,92663,33.62251,-117.927024,1,None,23.36,22,No,Yes,0,0,210.24,711.44
3173-WSSUE,22,Canoga Park,91304,34.224377,-118.632656,5,None,22.36,,,,0,0,1587.56,3003.41
3174-AKMAS,61,Hume,93628,36.807595,-118.901544,1,None,37.02,6,No,Yes,0,0,1702.92,4712.42
3174-RKMOW,24,Glendale,91201,34.17051,-118.289463,8,None,48.3,73,Yes,Yes,31.9,0,1690.5,5441
3177-LASXD,43,Westmorland,92281,33.03679,-115.60503,0,None,40.4,13,No,No,0,0,40.4,111.75
3178-CIFOT,34,Amador City,95601,38.431407,-120.8421,0,Offer D,10.41,,,,0,0,239.43,717.53
3178-FESZO,45,Clements,95227,38.227285,-121.02789,0,Offer E,20.23,17,Yes,Yes,0,0,20.23,120.48
3179-GBRWV,79,San Gabriel,91775,34.114772,-118.089431,5,None,42.95,30,No,Yes,0,0,901.95,2241.75
3181-MIZBN,40,Jenner,95450,38.505995,-123.187019,2,None,31.99,,,,0,0,511.84,825.24
3181-VTHOE,19,Browns Valley,95918,39.292334,-121.320597,10,None,,41,Yes,No,0,120,0,3755.15
3186-AJIEK,44,Apple Valley,92308,34.424926,-117.184503,0,None,30.96,11,Yes,Yes,0,0,2043.36,8887.86
3186-BAXNB,20,Cottonwood,96022,40.336392,-122.448533,0,Offer E,17.23,52,Yes,Yes,0,0,17.23,108.93
3190-FZATL,49,Lakeside,92040,32.909873,-116.906774,0,None,40.66,,,,0,0,569.24,837.64
3190-ITQXP,42,Ceres,95307,37.553469,-120.952825,7,None,27.65,,,,0,0,1271.9,2162.25
3190-XFANI,42,Happy Camp,96039,41.831901,-123.487478,0,None,18.97,3,Yes,Yes,0,0,929.53,5999.18
3191-CSNMG,57,Upland,91784,34.141146,-117.655583,5,Offer E,23.72,17,No,Yes,0,0,71.16,310.61
3192-LNKRK,63,San Joaquin,93660,36.600193,-120.153393,10,None,5.65,26,No,Yes,0,0,192.1,3102.05
3192-NQECA,26,Santa Monica,90403,34.031529,-118.491156,4,Offer A,14.79,47,Yes,Yes,0,0,1005.72,8617.57
3194-ORPIK,59,San Diego,92113,32.697098,-117.116587,1,None,35.33,17,No,Yes,0,0,1766.5,5882.65
3195-TQDZX,19,Elk Creek,95939,39.53222,-122.594879,0,None,1.57,,,,0,0,4.71,66.16
3196-NVXLZ,23,Orange Cove,93646,36.633498,-119.298895,0,Offer C,9.57,59,No,Yes,0,0,239.25,2327.3
3197-ARFOY,67,Ontario,91761,34.035602,-117.591528,0,None,7.95,12,No,No,0,20,151.05,2178.3
3197-NNYNB,47,Jolon,93928,35.930782,-121.189757,0,Offer B,27.75,30,Yes,Yes,0,0,1803.75,8435.6
3198-VELRD,47,Marina Del Rey,90292,33.977468,-118.445475,1,None,38.09,30,Yes,Yes,0,0,114.27,379.12
3199-NPKCN,39,Menlo Park,94025,37.449551,-122.183762,1,None,35.03,23,Yes,Yes,0,0,2347.01,9858.66
3199-XGZCY,51,Granada Hills,91344,34.291273,-118.505104,0,None,18.82,3,No,Yes,0,0,150.56,727.26
